0	สภาวิทย์	NN	NPRP	B_CLS	B_SENT	N	-
68	"	PU	PUNC	I_CLS	I_SENT	N	-
69	สภา	NN	NCMN	I_CLS	I_SENT	N	-
70	วิชาชีพ	NN	NCMN	I_CLS	I_SENT	N	-
71	วิทยาศาสตร์	NN	NCMN	I_CLS	I_SENT	N	-
72	และ	CC	JCRG	I_CLS	I_SENT	N	-
73	เทคโนโลยี	NN	NCMN	I_CLS	I_SENT	N	-
74	"	PU	PUNC	I_CLS	I_SENT	N	-
75	_	PU	NCMN	I_CLS	I_SENT	N	-
76	ตามที่	CC	JSBR	I_CLS	I_SENT	N	-
77	กระทรวง	NN	NCMN	I_CLS	I_SENT	N	-
78	วิทยาศาสตร์	NN	NCMN	I_CLS	I_SENT	N	-
79	และ	CC	JCRG	I_CLS	I_SENT	N	-
80	เทคโนโลยี	NN	NCMN	I_CLS	I_SENT	N	-
81	เสนอ	VV	VACT	I_CLS	I_SENT	N	-
82	_	PU	NCMN	I_CLS	I_SENT	N	-
83	อาศัย	VV	VSTA	I_CLS	I_SENT	N	-
84	อำนาจ	NN	NCMN	I_CLS	I_SENT	N	-
85	ตาม	VV	RPRE	I_CLS	I_SENT	N	-
86	_	PU	NCMN	I_CLS	I_SENT	N	-
87	พ.ร.บ.	NN	NCMN	I_CLS	I_SENT	N	-
88	ส่งเสริม	VV	VACT	I_CLS	I_SENT	N	-
89	วิชาชีพ	NN	NCMN	I_CLS	I_SENT	N	-
90	วิทยาศาสตร์	NN	NCMN	E_CLS	I_SENT	N	-
91	และ	CC	JCRG	B_CLS	I_SENT	N	-
92	เทคโนโลยี	NN	NCMN	I_CLS	I_SENT	N	-
93	_	PU	NCMN	I_CLS	I_SENT	N	-
94	พ.ศ.	NN	NCMN	I_CLS	I_SENT	N	-
95	2551	NU	NCNM	I_CLS	I_SENT	N	-
96	_	PU	NCMN	I_CLS	I_SENT	N	-
97	ใน	PS	RPRE	I_CLS	I_SENT	N	-
98	การ	FX	FIXN	I_CLS	I_SENT	N	-
99	ปฏิบัติ	VV	VACT	I_CLS	I_SENT	N	-
100	หน้าที่	NN	NCMN	I_CLS	I_SENT	N	-
101	ส่งเสริม	VV	VACT	I_CLS	I_SENT	N	-
102	การ	FX	FIXN	I_CLS	I_SENT	N	-
103	พัฒนา	VV	VACT	I_CLS	I_SENT	N	-
104	วิชาชีพ	NN	NCMN	I_CLS	I_SENT	N	-
105	วิทยาศาสตร์	NN	NCMN	E_CLS	I_SENT	N	-

106	ควบคุม	VV	VACT	B_CLS	B_SENT	N	-
107	ดูแล	VV	VACT	I_CLS	I_SENT	N	-
108	ความ	FX	FIXN	I_CLS	I_SENT	N	-
109	ประพฤติ	VV	VATT	I_CLS	I_SENT	N	-
110	ของ	PS	RPRE	I_CLS	I_SENT	N	-
111	นัก	FX	NCMN	I_CLS	I_SENT	N	-
112	วิทยาศาสตร์	NN	NCMN	I_CLS	I_SENT	N	-
113	_	PU	NCMN	I_CLS	I_SENT	N	-
114	เผยแพร่	VV	VACT	I_CLS	I_SENT	N	-
115	ความรู้	NN	NCMN	E_CLS	I_SENT	N	-
116	และ	CC	JCRG	B_CLS	I_SENT	N	-
117	เสริมสร้าง	VV	NCMN	I_CLS	I_SENT	N	-
118	เจตคติ	NN	NCMN	E_CLS	I_SENT	N	-
119	ที่	CC	PREL	B_CLS	I_SENT	N	-
120	ดี	VV	VATT	I_CLS	I_SENT	N	-
121	ต่อ	PS	RPRE	I_CLS	I_SENT	N	-
122	วิชาชีพ	NN	NCMN	I_CLS	I_SENT	N	-
123	ด้าน	NN	NCMN	I_CLS	I_SENT	N	-
124	วิทยาศาสตร์	NN	NCMN	I_CLS	I_SENT	N	-
125	_	PU	NCMN	I_CLS	I_SENT	N	-
126	-	PU	PUNC	I_CLS	I_SENT	N	-
127	เทคโนโลยี	NN	NCMN	E_CLS	I_SENT	N	-
128	_	PU	NCMN	O	I_SENT	N	-
129	และ	CC	JCRG	B_CLS	I_SENT	N	-
130	ให้	CC	VACT	I_CLS	I_SENT	N	-
131	คำ	NN	NCMN	I_CLS	I_SENT	N	-
132	ปรึกษา	VV	VACT	E_CLS	I_SENT	N	-
133	หรือ	CC	JCRG	B_CLS	I_SENT	N	-
134	ข้อ	NN	NCMN	I_CLS	I_SENT	N	-
135	เสนอแนะ	VV	VACT	I_CLS	I_SENT	N	-
136	ต่อ	PS	RPRE	I_CLS	I_SENT	N	-
137	รัฐบาล	NN	NCMN	E_CLS	I_SENT	N	-

138	ทั้งนี้	CC	DDAN	B_CLS	B_SENT	Expansion.GenExpansion	-
139	_	PU	NCMN	I_CLS	I_SENT	N	-
140	พ.ร.บ.	NN	NCMN	I_CLS	I_SENT	N	-
141	ส่งเสริม	VV	VACT	I_CLS	I_SENT	N	-
142	วิชาชีพ	NN	NCMN	I_CLS	I_SENT	N	-
143	ฯ	PU	PUNC	I_CLS	I_SENT	N	-
144	_	PU	NCMN	I_CLS	I_SENT	N	-
145	ไม่	NG	NEG	I_CLS	I_SENT	N	-
146	ครอบคลุม	VV	VSTA	I_CLS	I_SENT	N	-
147	ถึง	PS	RPRE	I_CLS	I_SENT	N	-
148	ผู้	FX	PPRS	I_CLS	I_SENT	N	-
149	ประกอบ	VV	VSTA	I_CLS	I_SENT	N	-
150	วิชาชีพ	NN	NCMN	E_CLS	I_SENT	N	-
151	ที่	CC	PREL	B_CLS	I_SENT	N	-
152	มี	VV	VSTA	I_CLS	I_SENT	N	-
153	_	PU	NCMN	I_CLS	I_SENT	N	-
154	"	PU	PUNC	I_CLS	I_SENT	N	-
155	สภา	NN	NCMN	I_CLS	I_SENT	N	-
156	วิชาชีพ	NN	NCMN	I_CLS	I_SENT	N	-
157	"	PU	PUNC	I_CLS	I_SENT	N	-
158	_	PU	NCMN	I_CLS	I_SENT	N	-
159	ดูแล	VV	VACT	I_CLS	I_SENT	N	-
160	อยู่แล้ว	AX	XVAE	I_CLS	I_SENT	N	-
161	_	PU	NCMN	I_CLS	I_SENT	N	-
162	เช่น	CC	RPRE	I_CLS	I_SENT	N	-
163	_	PU	NCMN	I_CLS	I_SENT	N	-
164	แพทย์	NN	NCMN	I_CLS	I_SENT	N	-
165	_	PU	NCMN	I_CLS	I_SENT	N	-
166	สัตวแพทย์	NN	NCMN	I_CLS	I_SENT	N	-
167	_	PU	NCMN	I_CLS	I_SENT	N	-
168	เภสัชกร	NN	NCMN	I_CLS	I_SENT	N	-
169	_	PU	NCMN	I_CLS	I_SENT	N	-
170	ทันตแพทย์	NN	NCMN	I_CLS	I_SENT	N	-
171	และ	CC	JCRG	I_CLS	I_SENT	N	-
172	วิศวกร	NN	NCMN	E_CLS	I_SENT	N	-

173	นาย	NN	NTTL	B_CLS	B_SENT	N	-
174	นิรุจน์	NN	NCMN	I_CLS	I_SENT	N	-
175	_	PU	NCMN	I_CLS	I_SENT	N	-
176	อุทธา	NN	NCMN	I_CLS	I_SENT	N	-
177	_	PU	NCMN	I_CLS	I_SENT	N	-
178	นายก	NN	NCMN	I_CLS	I_SENT	N	-
179	สภา	NN	NCMN	I_CLS	I_SENT	N	-
180	วิชาชีพ	NN	NCMN	I_CLS	I_SENT	N	-
181	วิทยาศาสตร์	NN	NCMN	I_CLS	I_SENT	N	-
182	และ	CC	JCRG	I_CLS	I_SENT	N	-
183	เทคโนโลยี	NN	NCMN	I_CLS	I_SENT	N	-
184	_	PU	NCMN	I_CLS	I_SENT	N	-
185	กล่าว	VV	VACT	I_CLS	I_SENT	N	-
186	ว่า	CC	JSBR	E_CLS	I_SENT	N	-
187	_	PU	NCMN	O	I_SENT	N	-
188	เนื่องจาก	CC	JSBR	B_CLS	I_SENT	Contingency.Cause.Reason	-
189	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
190	สภา	NN	NCMN	I_CLS	I_SENT	N	-
191	วิชาชีพ	NN	NCMN	E_CLS	I_SENT	N	-
192	ที่	CC	PREL	B_CLS	I_SENT	N	-
193	จัดตั้ง	VV	VACT	I_CLS	I_SENT	N	-
194	ขึ้น	AV	XVAE	I_CLS	I_SENT	N	-
195	ใหม่	VV	ADVN	I_CLS	I_SENT	N	-
196	_	PU	NCMN	I_CLS	I_SENT	N	-
197	ช่วง	NN	NCMN	I_CLS	I_SENT	N	-
198	แรก	NU	DONM	I_CLS	I_SENT	N	-
199	นี้	AJ	DDAC	I_CLS	I_SENT	N	-
200	จึง	CC	XVBM	I_CLS	I_SENT	Contingency.Cause.Result	-
201	มุ่ง	VV	VACT	I_CLS	I_SENT	N	-
202	รับฟัง	VV	NCMN	I_CLS	I_SENT	N	-
203	ความ	FX	FIXN	I_CLS	I_SENT	N	-
204	คิดเห็น	VV	VSTA	I_CLS	I_SENT	N	-
205	สมาชิก	NN	NCMN	I_CLS	I_SENT	N	-
206	และ	CC	JCRG	I_CLS	I_SENT	N	-
207	ภาค	NN	NCMN	I_CLS	I_SENT	N	-
208	ส่วน	NN	NCMN	I_CLS	I_SENT	N	-
209	ที่	CC	PREL	I_CLS	I_SENT	N	-
210	เกี่ยวข้อง	VV	VSTA	E_CLS	I_SENT	N	-
211	_	PU	NCMN	O	I_SENT	N	-
212	เพื่อ	CC	RPRE	B_CLS	I_SENT	Contingency.Purpose.Arg2-As-Goal	-
213	กำหนด	VV	VACT	I_CLS	I_SENT	N	-
214	กรอบ	NN	NCMN	I_CLS	I_SENT	N	-
215	การ	FX	FIXN	I_CLS	I_SENT	N	-
216	ทำงาน	VV	VACT	E_CLS	I_SENT	N	-
217	ให้	CC	JSBR	B_CLS	I_SENT	N	-
218	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
219	ไป	AV	XVAE	I_CLS	I_SENT	N	-
220	ตาม	PS	RPRE	I_CLS	I_SENT	N	-
221	วัตถุประสงค์	NN	NCMN	I_CLS	I_SENT	N	-
222	ใน	PS	RPRE	I_CLS	I_SENT	N	-
223	กฎหมาย	NN	NCMN	I_CLS	I_SENT	N	-
224	ส่งเสริม	VV	VACT	I_CLS	I_SENT	N	-
225	วิชาชีพ	NN	NCMN	I_CLS	I_SENT	N	-
226	ฯ	PU	PUNC	E_CLS	I_SENT	N	-
227	_	PU	NCMN	O	I_SENT	N	-
228	โดยเฉพาะ	CC	VATT	B_CLS	I_SENT	N	-
229	รายละเอียด	NN	NCMN	I_CLS	I_SENT	N	-
230	ใบ	NN	NCMN	I_CLS	I_SENT	N	-
231	อนุญาต	VV	NCMN	I_CLS	I_SENT	N	-
232	ประกอบ	VV	VSTA	I_CLS	I_SENT	N	-
233	วิชาชีพ	NN	NCMN	I_CLS	I_SENT	N	-
234	ฯ	PU	PUNC	I_CLS	I_SENT	N	-
235	_	PU	NCMN	I_CLS	I_SENT	N	-
236	รูปแบบ	NN	NCMN	I_CLS	I_SENT	N	-
237	การ	FX	FIXN	I_CLS	I_SENT	N	-
238	ทำงาน	VV	VACT	E_CLS	I_SENT	N	-
239	ที่	CC	PREL	B_CLS	I_SENT	N	-
240	เข้า	VV	VACT	I_CLS	I_SENT	N	-
241	ข่าย	NN	NCMN	E_CLS	I_SENT	N	-
242	ว่า	CC	JSBR	B_CLS	I_SENT	N	-
243	เสี่ยง	VV	VACT	I_CLS	I_SENT	N	-
244	ต่อ	PS	RPRE	I_CLS	I_SENT	N	-
245	อันตราย	NN	NCMN	E_CLS	I_SENT	N	-
246	_	PU	NCMN	O	I_SENT	N	-
247	หรือ	CC	JCRG	B_CLS	I_SENT	Expansion.Disjunction	-
248	เสี่ยง	VV	NCMN	I_CLS	I_SENT	N	-
249	ก่อ	VV	NCMN	I_CLS	I_SENT	N	-
250	อันตราย	NN	NCMN	I_CLS	I_SENT	N	-
251	_	PU	NCMN	I_CLS	I_SENT	N	-
252	คู่มือ	NN	NCMN	I_CLS	I_SENT	N	-
253	มาตรฐาน	NN	NCMN	E_CLS	I_SENT	N	-
254	และ	CC	JCRG	B_CLS	I_SENT	N	-
255	หลักเกณฑ์	NN	NCMN	I_CLS	I_SENT	N	-
256	การ	FX	FIXN	I_CLS	I_SENT	N	-
257	ฝึกอบรม	VV	VACT	E_CLS	I_SENT	N	-

258	พ.ร.บ.	NN	NCMN	B_CLS	B_SENT	N	-
259	ส่งเสริม	VV	VACT	I_CLS	I_SENT	N	-
260	วิชาชีพ	NN	NCMN	I_CLS	I_SENT	N	-
261	ฯ	PU	PUNC	I_CLS	I_SENT	N	-
262	_	PU	NCMN	I_CLS	I_SENT	N	-
263	บังคับ	VV	VACT	E_CLS	I_SENT	N	-
264	ให้	CC	JSBR	B_CLS	I_SENT	N	-
265	นัก	FX	NCMN	I_CLS	I_SENT	N	-
266	วิทยาศาสตร์	NN	NCMN	I_CLS	I_SENT	N	-
267	_	PU	PUNC	I_CLS	I_SENT	N	-
268	4	NU	DCNM	I_CLS	I_SENT	N	-
269	_	PU	PUNC	I_CLS	I_SENT	N	-
270	สาขา	CL	CNIT	I_CLS	I_SENT	N	-
271	คือ	VV	VSTA	E_CLS	I_SENT	N	-

272	สาขา	NN	NCMN	B_CLS	B_SENT	N	-
273	นิวเคลียร์	NN	NCMN	E_CLS	I_SENT	N	-

274	สาขา	NN	NCMN	B_CLS	B_SENT	N	-
275	การ	FX	FIXN	I_CLS	I_SENT	N	-
276	วิเคราะห์	VV	VACT	I_CLS	I_SENT	N	-
277	ผล	NN	NCMN	I_CLS	I_SENT	N	-
278	กระทบ	VV	VACT	I_CLS	I_SENT	N	-
279	สิ่งแวดล้อม	NN	VSTA	I_CLS	I_SENT	N	-
280	ด้าน	NN	NCMN	I_CLS	I_SENT	N	-
281	วิทยาศาสตร์	NN	NCMN	E_CLS	I_SENT	N	-

282	สาขา	NN	NCMN	B_CLS	B_SENT	N	-
283	ที่	CC	PREL	I_CLS	I_SENT	N	-
284	เกี่ยวกับ	VV	RPRE	I_CLS	I_SENT	N	-
285	สาร	NN	NCMN	I_CLS	I_SENT	N	-
286	เคมี	NN	NCMN	I_CLS	I_SENT	N	-
287	อันตราย	VV	NCMN	E_CLS	I_SENT	N	-

288	และ	CC	JCRG	B_CLS	B_SENT	N	-
289	สาขา	NN	NCMN	I_CLS	I_SENT	N	-
290	การ	FX	FIXN	I_CLS	I_SENT	N	-
291	เพาะ	VV	VACT	I_CLS	I_SENT	N	-
292	เลี้ยง	VV	NCMN	I_CLS	I_SENT	N	-
293	-	PU	PUNC	I_CLS	I_SENT	N	-
294	ใช้	VV	VACT	I_CLS	I_SENT	N	-
295	จุลินทรีย์	NN	NCMN	I_CLS	I_SENT	N	-
296	ก่อ	VV	NCMN	I_CLS	I_SENT	N	-
297	โรค	NN	NCMN	I_CLS	I_SENT	N	-
298	_	PU	NCMN	I_CLS	I_SENT	N	-
299	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-
300	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
301	สมาชิก	NN	NCMN	I_CLS	I_SENT	N	-
302	สภา	NN	NCMN	I_CLS	I_SENT	N	-
303	วิชาชีพ	NN	NCMN	I_CLS	I_SENT	N	-
304	ฯ	PU	PUNC	E_CLS	I_SENT	N	-

305	ส่วน	CC	NCMN	B_CLS	B_SENT	Comparison.Contrast	-
306	นัก	FX	NCMN	I_CLS	I_SENT	N	-
307	วิทย์	NN	NCMN	I_CLS	I_SENT	N	-
308	ที่	CC	PREL	I_CLS	I_SENT	N	-
309	ไม่	NG	NEG	I_CLS	I_SENT	N	-
310	ใช่	VV	VSTA	I_CLS	I_SENT	N	-
311	สมาชิก	NN	NCMN	E_CLS	I_SENT	N	-
312	และ	CC	JCRG	B_CLS	I_SENT	Expansion.Conjunction	-
313	ปฏิบัติ	VV	VACT	I_CLS	I_SENT	N	-
314	งาน	NN	NCMN	I_CLS	I_SENT	N	-
315	ใน	PS	RPRE	I_CLS	I_SENT	N	-
316	_	PU	NCMN	I_CLS	I_SENT	N	-
317	4	NU	NCNM	I_CLS	I_SENT	N	-
318	_	PU	PUNC	I_CLS	I_SENT	N	-
319	สาขา	CL	CNIT	I_CLS	I_SENT	N	-
320	ดังกล่าว	AJ	DDAN	I_CLS	I_SENT	N	-
321	_	PU	NCMN	I_CLS	I_SENT	N	-
322	จะ	AX	XVBM	I_CLS	I_SENT	N	-
323	ได้รับ	VV	VSTA	I_CLS	I_SENT	N	-
324	โทษ	NN	NCMN	I_CLS	I_SENT	N	-
325	ตาม	PS	RPRE	I_CLS	I_SENT	N	-
326	กฎหมาย	NN	NCMN	I_CLS	I_SENT	N	-
327	กำหนด	VV	VACT	E_CLS	I_SENT	N	-

328	เพื่อ	CC	JSBR	B_CLS	B_SENT	Contingency.Purpose.Arg2-As-Goal	-
329	ให้	CC	JSBR	I_CLS	I_SENT	N	-
330	ประชาชน	NN	NCMN	I_CLS	I_SENT	N	-
331	มั่นใจ	VV	VSTA	I_CLS	I_SENT	N	-
332	ว่า	CC	JSBR	E_CLS	I_SENT	N	-
333	_	PU	NCMN	O	I_SENT	N	-
334	การ	FX	FIXN	B_CLS	I_SENT	N	-
335	ประกอบ	VV	VACT	I_CLS	I_SENT	N	-
336	วิชาชีพ	NN	NCMN	I_CLS	I_SENT	N	-
337	ด้าน	NN	NCMN	I_CLS	I_SENT	N	-
338	วิทย์	NN	NCMN	E_CLS	I_SENT	N	-
339	ที่	CC	PREL	B_CLS	I_SENT	N	-
340	อาจ	AX	XVMM	I_CLS	I_SENT	N	-
341	ก่อ	VV	VACT	E_CLS	I_SENT	N	-
342	ให้	CC	JSBR	B_CLS	I_SENT	N	-
343	เกิด	VV	VSTA	I_CLS	I_SENT	N	-
344	อันตราย	NN	NCMN	I_CLS	I_SENT	N	-
345	โดย	FX	RPRE	I_CLS	I_SENT	N	-
346	รวม	VV	VACT	I_CLS	I_SENT	N	-
347	_	PU	NCMN	I_CLS	I_SENT	N	-
348	จะ	AX	XVBM	I_CLS	I_SENT	N	-
349	มี	VV	VSTA	I_CLS	I_SENT	N	-
350	สภาวิชาชีพ	NN	NCMN	I_CLS	I_SENT	N	-
351	ทำ	VV	VACT	I_CLS	I_SENT	N	-
352	หน้าที่	NN	NCMN	I_CLS	I_SENT	N	-
353	ควบคุม	VV	VACT	E_CLS	I_SENT	N	-
354	ให้	CC	JSBR	B_CLS	I_SENT	N	-
355	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
356	ไป	AV	XVAE	I_CLS	I_SENT	N	-
357	ตาม	PS	RPRE	I_CLS	I_SENT	N	-
358	มาตรฐาน	NN	NCMN	I_CLS	I_SENT	N	-
359	สากล	NN	NCMN	E_CLS	I_SENT	N	-

360	อย่างไรก็ตาม	CC	JSBR	B_CLS	B_SENT	Comparison.Contrast	-
361	_	PU	NCMN	I_CLS	I_SENT	N	-
362	ใน	PS	RPRE	I_CLS	I_SENT	N	-
363	หลาย	AJ	DIBQ	I_CLS	I_SENT	N	-
364	เรื่อง	NN	NCMN	I_CLS	I_SENT	N	-
365	ยัง	AX	XVBM	I_CLS	I_SENT	N	-
366	ขาด	VV	VSTA	I_CLS	I_SENT	N	-
367	ข้อมูล	NN	NCMN	E_CLS	I_SENT	N	-
368	ที่	CC	PREL	B_CLS	I_SENT	N	-
369	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
370	ประโยชน์	NN	NCMN	I_CLS	I_SENT	N	-
371	ต่อ	PS	RPRE	I_CLS	I_SENT	N	-
372	การ	FX	FIXN	I_CLS	I_SENT	N	-
373	ทำงาน	VV	VACT	I_CLS	I_SENT	N	-
374	ของ	PS	RPRE	I_CLS	I_SENT	N	-
375	สภา	NN	NCMN	I_CLS	I_SENT	N	-
376	วิชาชีพ	NN	NCMN	I_CLS	I_SENT	N	-
377	ฯ	PU	PUNC	E_CLS	I_SENT	N	-
378	_	PU	NCMN	O	I_SENT	N	-
379	จึง	CC	XVBM	B_CLS	I_SENT	Contingency.Cause.Result	-
380	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-
381	สนับสนุน	VV	VACT	I_CLS	I_SENT	N	-
382	ให้การ	VV	NCMN	I_CLS	I_SENT	N	-
383	ศึกษา	VV	VACT	I_CLS	I_SENT	N	-
384	วิจัย	VV	VACT	E_CLS	I_SENT	N	-

385	ตัวอย่าง	NN	NCMN	B_CLS	B_SENT	N	-
386	ที่	CC	PREL	I_CLS	I_SENT	N	-
387	ชัดเจน	VV	VATT	I_CLS	I_SENT	N	-
388	คือ	VV	VSTA	I_CLS	I_SENT	N	-
389	_	PU	NCMN	I_CLS	I_SENT	N	-
390	จำนวน	NN	NCMN	I_CLS	I_SENT	N	-
391	นัก	FX	NCMN	I_CLS	I_SENT	N	-
392	วิทยาศาสตร์	NN	NCMN	I_CLS	I_SENT	N	-
393	ใน	PS	RPRE	I_CLS	I_SENT	N	-
394	สาขา	NN	NCMN	E_CLS	I_SENT	N	-
395	ที่	CC	PREL	B_CLS	I_SENT	N	-
396	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-
397	ควบคุม	VV	VACT	I_CLS	I_SENT	N	-
398	พิเศษ	VV	ADVN	E_CLS	I_SENT	N	-
399	_	PU	NCMN	O	I_SENT	N	-
400	หรือ	CC	JCRG	B_CLS	I_SENT	Expansion.Disjunction	-
401	ประกอบอาชีพ	VV	NCMN	I_CLS	I_SENT	N	-
402	เสี่ยง	VV	NCMN	I_CLS	I_SENT	N	-
403	ก่อ	VV	NCMN	I_CLS	I_SENT	N	-
404	อันตราย	NN	NCMN	I_CLS	I_SENT	N	-
405	_	PU	NCMN	I_CLS	I_SENT	N	-
406	อย่าง	NN	FIXV	I_CLS	I_SENT	N	-
407	นัก	FX	VATT	I_CLS	I_SENT	N	-
408	รังสี	NN	NCMN	I_CLS	I_SENT	N	-
409	นิวเคลียร์	NN	ADVN	I_CLS	I_SENT	N	-
410	_	PU	NCMN	I_CLS	I_SENT	N	-
411	นัก	FX	ADVN	I_CLS	I_SENT	N	-
412	วิจัย	VV	VACT	I_CLS	I_SENT	N	-
413	ใน	PS	RPRE	I_CLS	I_SENT	N	-
414	แล็บ	NN	NCMN	I_CLS	I_SENT	N	-
415	เชื้อ	NN	NCMN	I_CLS	I_SENT	N	-
416	โรค	NN	NCMN	E_CLS	I_SENT	N	-
417	_	PU	NCMN	O	I_SENT	N	-
418	แม้	CC	JSBR	B_CLS	I_SENT	Comparison.Concession.Arg1-As-Denier	-
419	จะ	AX	XVBM	I_CLS	I_SENT	N	-
420	มี	VV	VSTA	I_CLS	I_SENT	N	-
421	ตัว	NN	NCMN	I_CLS	I_SENT	N	-
422	เลข	NN	NCMN	I_CLS	I_SENT	N	-
423	จาก	PS	RPRE	I_CLS	I_SENT	N	-
424	สำนักงาน	NN	NCMN	I_CLS	I_SENT	N	-
425	คณะ	NN	NCMN	I_CLS	I_SENT	N	-
426	กรรมการ	NN	NCMN	I_CLS	I_SENT	N	-
427	ข้าราชการ	NN	NCMN	I_CLS	I_SENT	N	-
428	พลเรือน	NN	NCMN	I_CLS	I_SENT	N	-
429	_	PU	NCMN	I_CLS	I_SENT	N	-
430	(	PU	PUNC	I_CLS	I_SENT	N	-
431	ก.พ.	NN	NCMN	I_CLS	I_SENT	N	-
432	)	PU	PUNC	I_CLS	I_SENT	N	-
433	_	PU	NCMN	I_CLS	I_SENT	N	-
434	แต่	CC	JCRG	I_CLS	I_SENT	Comparison.Concession.Arg2-As-Denier	435
435	ก็	CC	JSBR	I_CLS	I_SENT	Comparison.Concession.Arg2-As-Denier	-
436	ยัง	AX	XVBM	I_CLS	I_SENT	N	-
437	ไม่	NG	NEG	I_CLS	I_SENT	N	-
438	ชัดเจน	VV	VATT	I_CLS	I_SENT	N	-
