127	ถึง	VV	RPRE	I_CLS	I_SENT	N	-
128	ตัว	NN	NCMN	I_CLS	I_SENT	N	-
129	ผู้	FX	PREL	I_CLS	I_SENT	N	-
130	บงการ	VV	VACT	I_CLS	I_SENT	N	-
131	แล้ว	AX	XVAE	I_CLS	I_SENT	N	-
132	เมื่อ	PS	JSBR	I_CLS	I_SENT	N	-
133	คืน	NN	NCMN	I_CLS	I_SENT	N	-
134	วันที่	NN	NCMN	I_CLS	I_SENT	N	-
135	_	PU	NCMN	I_CLS	I_SENT	N	-
136	30	NU	NCNM	I_CLS	I_SENT	N	-
137	_	PU	NCMN	I_CLS	I_SENT	N	-
138	เดือน	NN	CNIT	I_CLS	I_SENT	N	-
139	เดียว	NU	DIAC	I_CLS	I_SENT	N	-
140	กัน	PR	ADVN	I_CLS	I_SENT	N	-
141	_	PU	NCMN	I_CLS	I_SENT	N	-
142	ตำรวจ	NN	NCMN	I_CLS	I_SENT	N	-
143	ได้	AX	XVAM	I_CLS	I_SENT	N	-
144	นำ	VV	VACT	I_CLS	I_SENT	N	-
145	ตัว	NN	NCMN	I_CLS	I_SENT	N	-
146	นาย	NN	NTTL	I_CLS	I_SENT	N	-
147	อานนท์	NN	NPRP	I_CLS	I_SENT	N	-
148	_	PU	NCMN	I_CLS	I_SENT	N	-
149	พันธุ์รัตน์	NN	NPRP	I_CLS	I_SENT	N	-
150	_	PU	NCMN	I_CLS	I_SENT	N	-
151	ผู้	FX	PREL	I_CLS	I_SENT	N	-
152	จัด	VV	VACT	I_CLS	I_SENT	N	-
153	การ	FX	FIXN	I_CLS	I_SENT	N	-
154	โต๊ะ	NN	VACT	I_CLS	I_SENT	N	-
155	สนุ้ก	NN	NCMN	E_CLS	I_SENT	N	-
156	_	PU	NCMN	O	I_SENT	N	-
157	ซึ่ง	CC	PREL	B_CLS	I_SENT	N	-
158	ตั้ง	VV	VACT	I_CLS	I_SENT	N	-
159	อยู่	AX	XVAE	I_CLS	I_SENT	N	-
160	ภายใน	PS	RPRE	I_CLS	I_SENT	N	-
161	ตลาด	NN	NCMN	I_CLS	I_SENT	N	-
162	ศรีเมือง	NN	NCMN	I_CLS	I_SENT	N	-
163	สอบปากคำ	VV	NCMN	E_CLS	I_SENT	N	-
164	_	PU	NCMN	O	I_SENT	N	-
165	โดย	CC	JSBR	B_CLS	I_SENT	Expansion.GenExpansion	-
166	ให้การ	VV	VACT	I_CLS	I_SENT	N	-
167	รับ	VV	VACT	I_CLS	I_SENT	N	-
168	สารภาพ	VV	NCMN	E_CLS	I_SENT	N	-
169	และ	CC	JCRG	B_CLS	I_SENT	Expansion.Conjunction	-
170	ซัดทอด	VV	NCMN	I_CLS	I_SENT	N	-
171	ถึง	PS	RPRE	I_CLS	I_SENT	N	-
172	ผู้	FX	PPRS	I_CLS	I_SENT	N	-
173	ก่อเหตุ	VV	VACT	I_CLS	I_SENT	N	-
174	_	PU	NCMN	I_CLS	I_SENT	N	-
175	อีก	AJ	DDBQ	I_CLS	I_SENT	N	-
176	_	PU	NCMN	I_CLS	I_SENT	N	-
177	4	NU	DCNM	I_CLS	I_SENT	N	-
178	_	PU	NCMN	I_CLS	I_SENT	N	-
179	คน	CL	CNIT	E_CLS	I_SENT	N	-
180	_	PU	NCMN	O	I_SENT	N	-
181	ซึ่ง	CC	PREL	B_CLS	I_SENT	N	-
182	ตำรวจ	NN	VACT	I_CLS	I_SENT	N	-
183	ออก	VV	XVAE	I_CLS	I_SENT	N	-
184	หมาย	NN	NCMN	I_CLS	I_SENT	N	-
185	จับ	VV	VACT	E_CLS	I_SENT	N	-
186	และ	CC	JCRG	B_CLS	I_SENT	Expansion.Conjunction	-
187	ตาม	VV	RPRE	I_CLS	I_SENT	N	-
188	จับ	VV	NCMN	I_CLS	I_SENT	N	-
189	มา	AV	XVAE	I_CLS	I_SENT	N	-
190	ได้	AX	XVAE	I_CLS	I_SENT	N	-
191	_	PU	NCMN	I_CLS	I_SENT	N	-
192	3	NU	DCNM	I_CLS	I_SENT	N	-
193	_	PU	NCMN	I_CLS	I_SENT	N	-
194	คน	CL	CNIT	E_CLS	I_SENT	N	-

195	พ่อ	NN	NCMN	B_CLS	B_SENT	N	-
196	-	PU	PUNC	I_CLS	I_SENT	N	-
197	ลูก	NN	NCMN	I_CLS	I_SENT	N	-
198	กำนัน	NN	NCMN	I_CLS	I_SENT	N	-
199	_	PU	NCMN	I_CLS	I_SENT	N	-
200	มือ	NN	NCMN	I_CLS	I_SENT	N	-
201	ยิง	VV	VACT	I_CLS	I_SENT	N	-
202	_	PU	NCMN	I_CLS	I_SENT	N	-
