97	ไทยรักไทย	NN	NCMN	I_CLS	I_SENT	N	-	arg1[105]
98	เขต	NN	NCMN	I_CLS	I_SENT	N	-	arg1[105]
99	_	PU	PUNC	I_CLS	I_SENT	N	-	arg1[105]
100	1	NU	NCNM	I_CLS	I_SENT	N	-	arg1[105]
101	_	PU	PUNC	I_CLS	I_SENT	N	-	arg1[105]
102	จ.	NN	NCMN	I_CLS	I_SENT	N	-	arg1[105]
103	ราชบุรี	NN	NCMN	I_CLS	I_SENT	N	-	arg1[105]
104	เสียชีวิต	VV	VSTA	I_CLS	I_SENT	N	-	arg1[105]
105	ขณะ	NN	NCMN	I_CLS	I_SENT	Temporal.Synchronous	-	-
106	รถ	NN	VACT	I_CLS	I_SENT	N	-	arg2[105]
107	จอด	VV	NCMN	I_CLS	I_SENT	N	-	arg2[105]
108	ติด	VV	VSTA	I_CLS	I_SENT	N	-	arg2[105]
109	สัญญาณ	NN	NCMN	I_CLS	I_SENT	N	-	arg2[105]
110	ไฟ	NN	NCMN	I_CLS	I_SENT	N	-	arg2[105]
111	จราจร	NN	VACT	I_CLS	I_SENT	N	-	arg2[105]
112	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[105]
113	เมื่อ	PS	JSBR	I_CLS	I_SENT	N	-	-
114	คืน	NN	VACT	I_CLS	I_SENT	N	-	-
115	วันที่	NN	NCMN	I_CLS	I_SENT	N	-	-
116	_	PU	NCMN	I_CLS	I_SENT	N	-	-
117	27	NU	NCNM	I_CLS	I_SENT	N	-	-
118	_	PU	NCMN	I_CLS	I_SENT	N	-	-
119	พฤษภาคม	NN	NCMN	E_CLS	I_SENT	N	-	-
120	ที่	CC	PREL	B_CLS	I_SENT	N	-	-
121	ผ่าน	VV	VSTA	I_CLS	I_SENT	N	-	-
122	มา	AV	XVAE	I_CLS	I_SENT	N	-	-
123	_	PU	NCMN	I_CLS	I_SENT	N	-	-
124	ตำรวจ	NN	NCMN	I_CLS	I_SENT	N	-	-
125	ใกล้	VV	VATT	I_CLS	I_SENT	N	-	-
126	สาว	VV	NCMN	I_CLS	I_SENT	N	-	-
127	ถึง	VV	RPRE	I_CLS	I_SENT	N	-	-
128	ตัว	NN	NCMN	I_CLS	I_SENT	N	-	-
129	ผู้	FX	PREL	I_CLS	I_SENT	N	-	-
130	บงการ	VV	VACT	I_CLS	I_SENT	N	-	-
131	แล้ว	AX	XVAE	I_CLS	I_SENT	N	-	-
132	เมื่อ	PS	JSBR	I_CLS	I_SENT	N	-	-
133	คืน	NN	NCMN	I_CLS	I_SENT	N	-	-
134	วันที่	NN	NCMN	I_CLS	I_SENT	N	-	-
135	_	PU	NCMN	I_CLS	I_SENT	N	-	-
136	30	NU	NCNM	I_CLS	I_SENT	N	-	-
137	_	PU	NCMN	I_CLS	I_SENT	N	-	-
138	เดือน	NN	CNIT	I_CLS	I_SENT	N	-	-
139	เดียว	NU	DIAC	I_CLS	I_SENT	N	-	-
140	กัน	PR	ADVN	I_CLS	I_SENT	N	-	-
141	_	PU	NCMN	I_CLS	I_SENT	N	-	-
142	ตำรวจ	NN	NCMN	I_CLS	I_SENT	N	-	arg1[165]
143	ได้	AX	XVAM	I_CLS	I_SENT	N	-	arg1[165]
144	นำ	VV	VACT	I_CLS	I_SENT	N	-	arg1[165]
145	ตัว	NN	NCMN	I_CLS	I_SENT	N	-	arg1[165]
146	นาย	NN	NTTL	I_CLS	I_SENT	N	-	arg1[165]
147	อานนท์	NN	NPRP	I_CLS	I_SENT	N	-	arg1[165]
148	_	PU	NCMN	I_CLS	I_SENT	N	-	arg1[165]
149	พันธุ์รัตน์	NN	NPRP	I_CLS	I_SENT	N	-	arg1[165]
150	_	PU	NCMN	I_CLS	I_SENT	N	-	arg1[165]
151	ผู้	FX	PREL	I_CLS	I_SENT	N	-	arg1[165]
152	จัด	VV	VACT	I_CLS	I_SENT	N	-	arg1[165]
153	การ	FX	FIXN	I_CLS	I_SENT	N	-	arg1[165]
154	โต๊ะ	NN	VACT	I_CLS	I_SENT	N	-	arg1[165]
155	สนุ้ก	NN	NCMN	E_CLS	I_SENT	N	-	arg1[165]
156	_	PU	NCMN	O	I_SENT	N	-	arg1[165]
157	ซึ่ง	CC	PREL	B_CLS	I_SENT	N	-	arg1[165]
158	ตั้ง	VV	VACT	I_CLS	I_SENT	N	-	arg1[165]
159	อยู่	AX	XVAE	I_CLS	I_SENT	N	-	arg1[165]
160	ภายใน	PS	RPRE	I_CLS	I_SENT	N	-	arg1[165]
161	ตลาด	NN	NCMN	I_CLS	I_SENT	N	-	arg1[165]
162	ศรีเมือง	NN	NCMN	I_CLS	I_SENT	N	-	arg1[165]
163	สอบปากคำ	VV	NCMN	E_CLS	I_SENT	N	-	arg1[165]
164	_	PU	NCMN	O	I_SENT	N	-	arg1[165]
165	โดย	CC	JSBR	B_CLS	I_SENT	Expansion.GenExpansion	-	-
166	ให้การ	VV	VACT	I_CLS	I_SENT	N	-	arg2[165]|arg1[169]
167	รับ	VV	VACT	I_CLS	I_SENT	N	-	arg2[165]|arg1[169]
168	สารภาพ	VV	NCMN	E_CLS	I_SENT	N	-	arg2[165]|arg1[169]
169	และ	CC	JCRG	B_CLS	I_SENT	Expansion.Conjunction	-	arg2[165]
170	ซัดทอด	VV	NCMN	I_CLS	I_SENT	N	-	arg2[165]|arg2[169]
171	ถึง	PS	RPRE	I_CLS	I_SENT	N	-	arg2[165]|arg2[169]
172	ผู้	FX	PPRS	I_CLS	I_SENT	N	-	arg2[165]|arg2[169]
173	ก่อเหตุ	VV	VACT	I_CLS	I_SENT	N	-	arg2[165]|arg2[169]
174	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[165]|arg2[169]
175	อีก	AJ	DDBQ	I_CLS	I_SENT	N	-	arg2[165]|arg2[169]
176	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[165]|arg2[169]
177	4	NU	DCNM	I_CLS	I_SENT	N	-	arg2[165]|arg2[169]
178	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[165]|arg2[169]
179	คน	CL	CNIT	E_CLS	I_SENT	N	-	arg2[165]|arg2[169]
180	_	PU	NCMN	O	I_SENT	N	-	arg2[165]|arg2[169]
181	ซึ่ง	CC	PREL	B_CLS	I_SENT	N	-	-
182	ตำรวจ	NN	VACT	I_CLS	I_SENT	N	-	-
183	ออก	VV	XVAE	I_CLS	I_SENT	N	-	arg1[186]
184	หมาย	NN	NCMN	I_CLS	I_SENT	N	-	arg1[186]
185	จับ	VV	VACT	E_CLS	I_SENT	N	-	arg1[186]
186	และ	CC	JCRG	B_CLS	I_SENT	Expansion.Conjunction	-	-
187	ตาม	VV	RPRE	I_CLS	I_SENT	N	-	arg2[186]
188	จับ	VV	NCMN	I_CLS	I_SENT	N	-	arg2[186]
189	มา	AV	XVAE	I_CLS	I_SENT	N	-	arg2[186]
190	ได้	AX	XVAE	I_CLS	I_SENT	N	-	arg2[186]
191	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[186]
192	3	NU	DCNM	I_CLS	I_SENT	N	-	arg2[186]
193	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[186]
194	คน	CL	CNIT	E_CLS	I_SENT	N	-	arg2[186]

195	พ่อ	NN	NCMN	B_CLS	B_SENT	N	-	-
196	-	PU	PUNC	I_CLS	I_SENT	N	-	-
197	ลูก	NN	NCMN	I_CLS	I_SENT	N	-	-
198	กำนัน	NN	NCMN	I_CLS	I_SENT	N	-	-
199	_	PU	NCMN	I_CLS	I_SENT	N	-	-
200	มือ	NN	NCMN	I_CLS	I_SENT	N	-	-
201	ยิง	VV	VACT	I_CLS	I_SENT	N	-	-
202	_	PU	NCMN	I_CLS	I_SENT	N	-	-
